well_id,timestamp,welltop_to_water_cm,water_level_1_cm,water_level_2_cm,water_level_3_cm,water_binary,logger?,meter_id,soil moisture,notes,vegetation,HGMZ
KEF-1,7/20/21 7:49,54.5592,54.5592,54.5592,54.5592,TRUE,TRUE,solinst,dry,,,
KHF-1,7/20/21 7:50,110.0328,110.0328,110.0328,110.0328,TRUE,TRUE,solinst,dry,,,
KWF-1,7/20/21 7:53,144.78,144.78,144.78,144.78,TRUE,FALSE,solinst,dry,,,
KWR-1,7/20/21 7:56,103.632,103.632,103.632,103.632,TRUE,FALSE,solinst,dry,,,
EHR-1,7/20/21 8:16,118.364,118.2624,118.2624,118.5672,TRUE,FALSE,solinst,dry,,,
EER-1,7/20/21 8:18,124.968,124.968,124.968,124.968,TRUE,FALSE,solinst,dry,,,
EWR-1,7/20/21 8:19,116.5352,116.4336,116.4336,116.7384,TRUE,FALSE,solinst,dry,,,
EFF-XA2N,7/20/21 8:25,78.6384,78.6384,78.6384,78.6384,TRUE,FALSE,solinst,dry,,,
EWF-XA1N,7/20/21 8:26,148.844,148.7424,148.7424,149.0472,TRUE,FALSE,solinst,dry,,,
EFF-XA2S,7/20/21 8:28,,,,,FALSE,FALSE,solinst,dry,"no water, mud",,
EHT-XA5S,7/20/21 8:30,,,,,FALSE,FALSE,solinst,dry,no water,,
EET-2,7/20/21 8:31,,,,,FALSE,FALSE,solinst,dry,no water,,
EWT-1,7/20/21 8:32,197.9168,197.8152,197.8152,198.12,TRUE,FALSE,solinst,dry,no cap,,
EHT-XB5S,7/20/21 8:36,,,,,FALSE,FALSE,solinst,dry,no water,,
EHT-XB6S,7/20/21 8:38,149.9616,149.9616,149.9616,149.9616,TRUE,FALSE,solinst,dry,,,
EHF-XB7S,7/20/21 8:40,128.9304,128.9304,128.9304,128.9304,TRUE,FALSE,solinst,wet,,,
EEF-1,7/20/21 8:42,138.684,138.684,138.684,138.684,TRUE,TRUE,solinst,dry,,,
EET-1,7/20/21 8:45,148.7424,148.7424,148.7424,148.7424,TRUE,TRUE,solinst,dry,some mud at bottom,,
EHT-XC5S,7/20/21 8:47,149.6568,149.6568,149.6568,149.6568,TRUE,TRUE,solinst,dry,near bottom,,
EER-XB4S,7/20/21 8:51,155.448,155.448,155.448,155.448,TRUE,FALSE,solinst,dry,mud,,
EFR-XB3S,7/20/21 8:51,,,,,FALSE,TRUE,solinst,dry,no water no mud,,
EFR-XB2S,7/20/21 8:53,154.2288,154.2288,154.2288,154.2288,TRUE,FALSE,solinst,dry,at bottom water present,,
EFR-XB1S,7/20/21 8:54,141.1224,141.1224,141.1224,141.1224,TRUE,FALSE,solinst,dry,,,
EHR-XB1N,7/20/21 8:55,154.432,152.4,155.448,155.448,TRUE,TRUE,solinst,dry,,,
EHR-XB2N,7/20/21 8:55,67.3608,67.3608,67.3608,67.3608,TRUE,TRUE,solinst,dry,,,
EWR-XB3N,7/20/21 8:56,116.6368,116.4336,116.7384,116.7384,TRUE,TRUE,solinst,dry,,,
EWR-XB4N,7/20/21 8:57,88.392,88.392,88.392,88.392,TRUE,TRUE,solinst,dry,,,
LHT-1,7/20/21 9:25,139.8016,139.5984,139.9032,139.9032,TRUE,FALSE,solinst,dry,mud,,
LET-1,7/20/21 9:27,143.256,143.256,143.256,143.256,TRUE,FALSE,solinst,dry,,,
LWT-1,7/20/21 9:28,119.1768,119.1768,119.1768,119.1768,TRUE,FALSE,solinst,dry,,,
KER-XD5N,8/6/21 6:40,126.492,126.492,126.492,126.492,TRUE,TRUE,solinst,,,,
KHR-1,8/6/21 6:42,145.1864,145.0848,145.0848,145.3896,TRUE,TRUE,solinst,,,,
KHR-XD1N,8/6/21 6:44,127.8128,128.016,127.7112,127.7112,TRUE,TRUE,solinst,,,,
KER-1,8/6/21 6:47,,,,,FALSE,FALSE,solinst,,no water,,
KWR-XE1N,8/6/21 6:53,140.5128,140.5128,140.5128,140.5128,TRUE,FALSE,solinst,,,,
KFR-XE1S,8/6/21 6:55,129.8448,129.8448,129.8448,129.8448,TRUE,FALSE,solinst,,,,
KFR-XE2S,8/6/21 6:56,62.0776,61.8744,62.1792,62.1792,TRUE,FALSE,solinst,saturated,"not standing water; readings listed as 2.3, 2.4, 2.4 ft in field notebook but should have two decimal digits; most likely an error and real reading was 2.03, 2.04, 2.04 ft",,
KER-XE3S,8/6/21 6:59,-8,-7,-6,-11,TRUE,FALSE,solinst,,"7, 6, 11 cm deep",,
KHT-XE4S,8/6/21 7:00,142.6464,142.6464,142.6464,142.6464,TRUE,FALSE,solinst,,at bottom,,
KHT-XE5S,8/6/21 7:03,125.8824,125.8824,125.8824,125.8824,TRUE,FALSE,solinst,,,,
KHT-XE6S,8/6/21 7:04,135.3312,135.3312,135.3312,135.3312,TRUE,TRUE,solinst,,,,
KET-1,8/6/21 7:05,79.8576,79.8576,79.8576,79.8576,TRUE,FALSE,solinst,,logger #4 installed at 7:24 a.m.,,
KHF-XE7S,8/6/21 7:06,,,,,FALSE,FALSE,solinst,,"no water, seems shallow",,
KWF-XE8S,8/6/21 7:09,,,,,FALSE,FALSE,solinst,,no water,,
KWT-1,8/6/21 7:11,175.8696,175.8696,175.8696,175.8696,TRUE,FALSE,solinst,,"logger caked in mud at bottom, move logger to KET-1",,
KHR-XD1S,8/6/21 7:30,128.016,128.016,128.016,128.016,TRUE,FALSE,solinst,,,,
KHF-1,8/6/21 7:37,150.876,150.876,150.876,150.876,TRUE,TRUE,solinst,,,,
KEF-1,8/6/21 7:38,57.7088,57.6072,57.6072,57.912,TRUE,TRUE,solinst,saturated,,,
KWF-1,8/6/21 7:40,145.796,145.6944,145.6944,145.9992,TRUE,FALSE,solinst,,mud with sand,,
KWR-1,8/6/21 7:43,104.5464,104.5464,104.5464,104.5464,TRUE,FALSE,solinst,,,,
KHT-XD6N,8/6/21 7:54,231.0384,231.0384,231.0384,231.0384,TRUE,FALSE,solinst,,,,
EHR-1,8/6/21 8:09,119.7864,119.7864,119.7864,119.7864,TRUE,FALSE,solinst,,,,
EER-1,8/6/21 8:11,126.6952,126.492,126.7968,126.7968,TRUE,FALSE,solinst,,,,
EWR-1,8/6/21 8:12,116.7384,116.7384,116.7384,116.7384,TRUE,FALSE,solinst,,,,
EFF-XA2N,8/6/21 8:18,79.248,79.248,79.248,79.248,TRUE,FALSE,solinst,,,,
EFF-XA2S,8/6/21 8:19,,,,,FALSE,FALSE,solinst,,no water,,
EWF-XA1N,8/6/21 8:20,150.5712,150.5712,150.5712,150.5712,TRUE,FALSE,solinst,,mud,,
EWT-1,8/6/21 8:24,207.264,207.264,207.264,207.264,TRUE,FALSE,solinst,,,,
EHT-XB6S,8/6/21 8:29,,,,,FALSE,FALSE,solinst,,no water,,
EHF-XB7S,8/6/21 8:31,136.2456,136.2456,136.2456,136.2456,TRUE,FALSE,solinst,moist,,,
EEF-1,8/6/21 8:34,138.684,138.684,138.684,138.684,TRUE,TRUE,solinst,,near bottom,,
EET-1,8/6/21 8:37,,,,,FALSE,TRUE,solinst,,no water,,
EHT-XC5S,8/6/21 8:38,,,,,FALSE,TRUE,solinst,,no water,,
EER-XB4S,8/6/21 8:42,,,,,FALSE,FALSE,solinst,,no water,,
EFR-XB2S,8/6/21 8:44,153.924,153.924,153.924,153.924,TRUE,FALSE,solinst,,,,
EFR-XB1S,8/6/21 8:45,142.0368,142.0368,142.0368,142.0368,TRUE,FALSE,solinst,,,,
EHR-XB1N,8/6/21 8:46,151.1808,151.1808,151.1808,151.1808,TRUE,FALSE,solinst,,,,
EHR-XB2N,8/6/21 8:47,69.1896,69.1896,69.1896,69.1896,TRUE,FALSE,solinst,,,,
EWR-XB3N,8/6/21 8:48,118.0592,117.9576,117.9576,118.2624,TRUE,FALSE,solinst,,,,
EWR-XB4N,8/6/21 8:49,93.1672,92.964,93.2688,93.2688,TRUE,FALSE,solinst,,,,
LHT-1,8/6/21 9:20,138.9888,138.9888,138.9888,138.9888,TRUE,FALSE,solinst,,near bottom,,
LET-1,8/6/21 9:22,143.256,143.256,143.256,143.256,TRUE,FALSE,solinst,,mud at bottom,,
LWT-1,8/6/21 9:25,124.3584,124.3584,124.3584,124.3584,TRUE,FALSE,solinst,,,,
EHR-1,8/22/21 9:24,114.9096,114.9096,114.9096,114.9096,TRUE,FALSE,solinst,,,,
EER-1,8/22/21 9:26,122.7328,122.5296,122.8344,122.8344,TRUE,FALSE,solinst,,,,
EWR-1,8/22/21 9:28,115.5192,115.5192,115.5192,115.5192,TRUE,FALSE,solinst,,,,
EFF-XA2N,8/22/21 9:35,78.1304,78.0288,78.0288,78.3336,TRUE,FALSE,solinst,,"swapped A1N and A2N, obvious mistake in field notebook",,
EWF-XA1N,8/22/21 9:35,148.7424,148.7424,148.7424,148.7424,TRUE,FALSE,solinst,,"swapped A1N and A2N, obvious mistake in field notebook",,
EWT-1,8/22/21 9:39,210.312,210.312,210.312,210.312,TRUE,TRUE,solinst,,"near bottom, needs more bentonite",,
EHT-XA5S,8/22/21 9:40,,,,,FALSE,FALSE,solinst,,"no water, moist at bottom",,
EHF-XB7S,8/22/21 9:48,140.8176,140.8176,140.8176,140.8176,TRUE,FALSE,solinst,dry-moist,,,
EEF-1,8/22/21 9:51,138.9888,138.9888,138.9888,138.9888,TRUE,TRUE,solinst,,mud at bottom,,
EER-XB4S,8/22/21 10:02,,,,,FALSE,FALSE,solinst,,no water,,
EFR-XB2S,8/22/21 10:03,,,,,FALSE,FALSE,solinst,,no water,,
EFR-XB1S,8/22/21 10:05,143.0528,142.9512,142.9512,143.256,TRUE,FALSE,solinst,,,,
EHR-XB1N,8/22/21 10:07,145.796,145.6944,145.6944,145.9992,TRUE,FALSE,solinst,,,,
EHR-XB2N,8/22/21 10:08,66.2432,66.1416,66.1416,66.4464,TRUE,FALSE,solinst,,,,
EWR-XB3N,8/22/21 10:09,112.3696,112.1664,112.4712,112.4712,TRUE,FALSE,solinst,,,,
EWR-XB4N,8/22/21 10:10,90.8304,90.8304,90.8304,90.8304,TRUE,FALSE,solinst,,,,
KHT-XD6N,8/22/21 11:37,231.3432,231.3432,231.3432,231.3432,TRUE,FALSE,solinst,,mud at bottom,,
KER-XD5N,8/22/21 11:39,148.7424,148.7424,148.7424,148.7424,TRUE,FALSE,solinst,,"wet mud, near bottom",,
KHR-1,8/22/21 11:40,145.6944,145.6944,145.6944,145.6944,TRUE,FALSE,solinst,,mud at bottom,,
KHR-XD1N,8/22/21 11:43,128.016,128.016,128.016,128.016,TRUE,FALSE,solinst,,,,
KHR-XD1S,8/22/21 11:45,128.3208,128.3208,128.3208,128.3208,TRUE,FALSE,solinst,,,,
KWR-XE1N,8/22/21 11:51,140.9192,140.8176,140.8176,141.1224,TRUE,FALSE,solinst,,"thalweg depth is 11.5 cm, between KWR-XE1N to KFR-XE1S - depth is 12-18.5 cm",,
KFR-XE1S,8/22/21 11:57,128.4224,128.3208,128.3208,128.6256,TRUE,FALSE,solinst,,,,
KFR-XE2S,8/22/21 11:58,62.3824,62.1792,62.484,62.484,TRUE,FALSE,solinst,standing,,,
KER-XE3S,8/22/21 11:59,-5.666666667,-5,-5,-7,TRUE,FALSE,solinst,,"5, 5, 7 cm above surface",,
KHT-XE4S,8/22/21 12:00,,,,,FALSE,FALSE,solinst,,"no water, mud at bottom",,
KHT-XE5S,8/22/21 12:03,125.5776,125.5776,125.5776,125.5776,TRUE,FALSE,solinst,,grasshoppers,,
KHT-XE6S,8/22/21 12:05,138.0744,138.0744,138.0744,138.0744,TRUE,TRUE,solinst,,grasshoppers,,
KET-1,8/22/21 12:07,87.7824,87.7824,87.7824,87.7824,TRUE,TRUE,solinst,,grasshoppers,,
KWT-1,8/22/21 12:11,,,,,FALSE,TRUE,solinst,,"no water, increase height of well",,
KEF-1,8/22/21 12:27,57.3024,57.3024,57.3024,57.3024,TRUE,TRUE,solinst,saturated,water at surface within 2 m distance,,
KHF-1,8/22/21 12:29,121.412,121.3104,121.3104,121.6152,TRUE,TRUE,solinst,,grasshopper and butterfly,,
KWF-1,8/22/21 12:31,147.2184,147.2184,147.2184,147.2184,TRUE,FALSE,solinst,,mud at or near bottom,,
KWR-1,8/22/21 12:36,103.4288,103.3272,103.3272,103.632,TRUE,FALSE,solinst,,"wet mud, near bottom",,
LHT-1,8/22/21 13:31,144.4752,144.4752,144.4752,144.4752,TRUE,FALSE,solinst,,mud at bottom,,
LET-1,8/22/21 13:32,144.78,144.78,144.78,144.78,TRUE,FALSE,solinst,,wet mud near bottom,,
LWT-1,8/22/21 13:34,128.016,128.016,128.016,128.016,TRUE,FALSE,solinst,,,,
KHT-XD6N,9/8/21 7:29,232.2576,232.2576,232.2576,232.2576,TRUE,FALSE,solinst,dry,mud at bottom,,
KER-XD5N,9/8/21 7:33,149.9616,149.9616,149.9616,149.9616,TRUE,TRUE,solinst,dry,mud at bottom,,
KHR-1,9/8/21 7:35,144.5768,144.4752,144.4752,144.78,TRUE,FALSE,solinst,dry,near bottom,,
KHR-XD1N,9/8/21 7:39,128.016,128.016,128.016,128.016,TRUE,TRUE,solinst,dry,,,
KHR-XD1S,9/8/21 7:42,128.016,128.016,128.016,128.016,TRUE,TRUE,solinst,dry,,,
KWR-XE1N,9/8/21 7:49,140.3096,140.208,140.208,140.5128,TRUE,FALSE,solinst,dry,,,
KFR-XE1S,9/8/21 7:52,128.4224,128.3208,128.3208,128.6256,TRUE,FALSE,solinst,dry,,,
KFR-XE2S,9/8/21 7:54,60.96,60.96,60.96,60.96,TRUE,FALSE,solinst,saturated,,,
KER-XE3S,9/8/21 7:57,-8.333333333,-8,-8.5,-8.5,TRUE,FALSE,solinst,standing,"8 cm, 8.5 cm, 8.5 cm",,
KHT-XE4S,9/8/21 7:58,143.256,143.256,143.256,143.256,TRUE,FALSE,solinst,dry,"at bottom, clear water reading",,
KHT-XE5S,9/8/21 8:00,121.8184,121.6152,121.92,121.92,TRUE,TRUE,solinst,dry,,,
KHT-XE6S,9/8/21 8:04,139.9032,139.9032,139.9032,139.9032,TRUE,TRUE,solinst,dry,,,
KET-1,9/8/21 8:07,83.82,83.82,83.82,83.82,TRUE,FALSE,solinst,dry,,,
KEF-1,9/8/21 8:19,56.6928,56.6928,56.6928,56.6928,TRUE,TRUE,solinst,,,,
KHF-1,9/8/21 8:21,125.5776,125.5776,125.5776,125.5776,TRUE,TRUE,solinst,dry,,,
KWF-1,9/8/21 8:24,145.6944,145.6944,145.6944,145.6944,TRUE,FALSE,solinst,,,,
KWR-1,9/8/21 8:28,104.2416,104.2416,104.2416,104.2416,TRUE,FALSE,solinst,dry,,,
EHR-1,9/8/21 8:53,115.5192,115.5192,115.5192,115.5192,TRUE,FALSE,solinst,dry,,,
EER-1,9/8/21 8:55,122.2248,122.2248,122.2248,122.2248,TRUE,FALSE,solinst,dry,,,
EWR-1,9/8/21 8:57,117.0432,117.0432,117.0432,117.0432,TRUE,FALSE,solinst,dry,,,
EFF-XA2N,9/8/21 9:02,79.248,79.248,79.248,79.248,TRUE,FALSE,solinst,dry,,,
EWF-XA1N,9/8/21 9:04,152.0952,152.0952,152.0952,152.0952,TRUE,FALSE,solinst,dry,mud near bottom,,
EWT-1,9/8/21 9:08,207.8736,207.8736,207.8736,207.8736,TRUE,TRUE,solinst,dry,,,
EHF-XB7S,9/8/21 9:15,147.5232,147.5232,147.5232,147.5232,TRUE,FALSE,solinst,dry,,,
EEF-1,9/8/21 9:17,143.1544,142.9512,143.256,143.256,TRUE,FALSE,solinst,dry,"at bottom mud, no water",,
EFR-XB1S,9/8/21 9:22,141.732,141.732,141.732,141.732,TRUE,FALSE,solinst,dry,,,
EHR-XB1N,9/8/21 9:24,146.1008,145.9992,145.9992,146.304,TRUE,FALSE,solinst,dry,,,
EHR-XB2N,9/8/21 9:25,68.3768,68.2752,68.2752,68.58,TRUE,TRUE,solinst,dry,,,
EWR-XB3N,9/8/21 9:27,116.4336,116.4336,116.4336,116.4336,TRUE,TRUE,solinst,dry,,,
EWR-XB4N,9/8/21 9:28,93.8784,93.8784,93.8784,93.8784,TRUE,TRUE,solinst,dry,,,
LHT-1,9/8/21 10:08,140.5128,140.5128,140.5128,140.5128,TRUE,FALSE,solinst,dry,mud near bottom,,
LET-1,9/8/21 10:10,144.78,144.78,144.78,144.78,TRUE,FALSE,solinst,dry,mud near bottom,,
LWT-1,9/8/21 10:12,129.54,129.54,129.54,129.54,TRUE,FALSE,solinst,dry,,,
KHT-XD6N,9/24/21 8:16,233.172,233.172,233.172,233.172,TRUE,FALSE,solinst,,"mud, not at bottom",,
KER-XD5N,9/24/21 8:21,149.6568,149.6568,149.6568,149.6568,TRUE,FALSE,solinst,,frost,,
KHR-1,9/24/21 8:23,145.6944,145.6944,145.6944,145.6944,TRUE,FALSE,solinst,,"frost, mud at bottom",,
KHR-XD1N,9/24/21 8:24,127.1016,127.1016,127.1016,127.1016,TRUE,FALSE,solinst,,frost,,
KHR-XD1S,9/24/21 8:26,126.7968,126.7968,126.7968,126.7968,TRUE,FALSE,solinst,,frost,,
KWR-XE1N,9/24/21 8:33,139.2936,139.2936,139.2936,139.2936,TRUE,FALSE,solinst,,frost,,
KFR-XE1S,9/24/21 8:35,126.7968,126.7968,126.7968,126.7968,TRUE,FALSE,solinst,,frost,,
KFR-XE2S,9/24/21 8:36,61.5696,61.5696,61.5696,61.5696,TRUE,FALSE,solinst,standing,,,
KER-XE3S,9/24/21 8:38,-7.166666667,-9.5,-4,-8,TRUE,FALSE,solinst,standing,"9.5, 4, 8 cm",,
KHT-XE4S,9/24/21 8:40,,,,,FALSE,FALSE,solinst,dry,no water,,
KHT-XE5S,9/24/21 8:41,96.4184,96.3168,96.3168,96.6216,TRUE,FALSE,solinst,dry,,,
KHT-XE6S,9/24/21 8:45,114.9096,114.9096,114.9096,114.9096,TRUE,FALSE,solinst,dry,,,
KET-1,9/24/21 8:46,78.6384,78.6384,78.6384,78.6384,TRUE,FALSE,solinst,dry,,,
KEF-1,9/24/21 8:59,55.7784,55.7784,55.7784,55.7784,TRUE,FALSE,solinst,saturated,,,
KHF-1,9/24/21 9:01,96.3168,96.3168,96.3168,96.3168,TRUE,FALSE,solinst,dry,,,
KWF-1,9/24/21 9:03,88.392,88.392,88.392,88.392,TRUE,FALSE,solinst,dry,,,
KWR-1,9/24/21 9:07,104.2416,104.2416,104.2416,104.2416,TRUE,FALSE,solinst,dry,,,
EHR-1,9/24/21 9:26,115.0112,114.9096,114.9096,115.2144,TRUE,FALSE,solinst,dry,,,
EER-1,9/24/21 9:28,118.2624,118.2624,118.2624,118.2624,TRUE,TRUE,solinst,dry,,,
EWR-1,9/24/21 9:29,115.2144,115.2144,115.2144,115.2144,TRUE,FALSE,solinst,dry,,,
EFF-XA2N,9/24/21 9:34,72.5424,72.5424,72.5424,72.5424,TRUE,FALSE,solinst,dry,,,
EWF-XA1N,9/24/21 9:35,149.352,149.352,149.352,149.352,TRUE,FALSE,solinst,dry,"mud, not bottom",,
EWT-1,9/24/21 9:40,188.976,188.976,188.976,188.976,TRUE,FALSE,solinst,dry,,,
EHF-XB7S,9/24/21 9:46,131.6736,131.6736,131.6736,131.6736,TRUE,FALSE,solinst,dry,,,
EEF-1,9/24/21 9:47,142.8496,142.6464,142.9512,142.9512,TRUE,FALSE,solinst,dry,"mud at bottom, not soppy mud",,
EER-XB4S,9/24/21 9:51,153.0096,153.0096,153.0096,153.0096,TRUE,FALSE,solinst,dry,mud at bottom,,
EFR-XB1S,9/24/21 9:53,141.1224,141.1224,141.1224,141.1224,TRUE,FALSE,solinst,dry,,,
LHT-1,9/24/21 10:27,140.8176,140.8176,140.8176,140.8176,TRUE,FALSE,solinst,dry,mud near bottom,,
LET-1,9/24/21 10:28,145.0848,145.0848,145.0848,145.0848,TRUE,FALSE,solinst,dry,mud near bottom,,
LWT-1,9/24/21 10:30,125.8824,125.8824,125.8824,125.8824,TRUE,FALSE,solinst,dry,,,
EWR-XB4N,9/24/21 17:18,99.06,99.06,99.06,99.06,TRUE,TRUE,solinst,dry,,,
EWR-XB3N,9/24/21 17:19,94.7928,94.7928,94.7928,94.7928,TRUE,TRUE,solinst,dry,,,
EHR-XB2N,9/24/21 17:20,68.2752,68.2752,68.2752,68.2752,TRUE,TRUE,solinst,dry,accidental error: had entered 3.24 ft from solinst in the field book when the reading was much more likely 2.24 ft.,,
EHR-XB1N,9/24/21 17:21,142.3416,142.3416,142.3416,142.3416,TRUE,TRUE,solinst,dry,,,
EER-1,9/24/21 17:23,124.0536,124.0536,124.0536,124.0536,TRUE,TRUE,solinst,,repeat from AM,,
LHT-1,10/6/21 8:00,145.0848,145.0848,145.0848,145.0848,TRUE,FALSE,solinst,,mud at bottom,,
LET-1,10/6/21 8:03,145.0848,145.0848,145.0848,145.0848,TRUE,FALSE,solinst,,mud at bottom,,
LWT-1,10/6/21 8:05,95.4024,95.4024,95.4024,95.4024,TRUE,FALSE,solinst,,,,
EHR-1,10/6/21 8:41,112.776,112.776,112.776,112.776,TRUE,FALSE,solinst,,,,
EER-1,10/6/21 8:43,114.0968,113.9952,113.9952,114.3,TRUE,TRUE,solinst,dry-moist,"thick thatch, dew",,
EWR-1,10/6/21 8:45,113.3856,113.3856,113.3856,113.3856,TRUE,FALSE,solinst,,need top pipe collar,,
EFF-XA2N,10/6/21 9:24,67.97,67.93666667,67.93666667,68.03666667,TRUE,FALSE,nm,,switched to homemade meter for the rest of 10/06 readings,,
EWF-XA1N,10/6/21 9:26,149.4366667,149.4366667,149.4366667,149.4366667,TRUE,FALSE,nm,,mud at bottom,,
EWT-1,10/6/21 9:32,177.77,177.7366667,177.7366667,177.8366667,TRUE,TRUE,nm,,,,
EHF-XB7S,10/6/21 9:39,70.77,70.63666667,70.83666667,70.83666667,TRUE,FALSE,nm,,,,
EEF-1,10/6/21 9:40,,,,,FALSE,FALSE,nm,,no water,,
EFR-XB1S,10/6/21 9:45,138.6366667,138.6366667,138.6366667,138.6366667,TRUE,FALSE,nm,,,,
EER-XB4S,10/6/21 9:46,143.7366667,143.7366667,143.7366667,143.7366667,TRUE,FALSE,nm,,,,
EFR-XB3S,10/6/21 9:47,,,,,FALSE,FALSE,nm,,no water,,
EHR-XB1N,10/6/21 9:53,,,,,FALSE,FALSE,nm,,"no water, may have hit logger?",,
EHR-XB2N,10/6/21 9:54,61.63666667,61.63666667,61.63666667,61.63666667,TRUE,FALSE,nm,,,,
EWR-XB3N,10/6/21 9:56,85.73666667,85.73666667,85.73666667,85.73666667,TRUE,FALSE,nm,,,,
EWR-XB4N,10/6/21 9:57,84.23666667,84.23666667,84.23666667,84.23666667,TRUE,FALSE,nm,,,,
KHT-XD6N,10/6/21 10:19,227.5366667,227.5366667,227.5366667,227.5366667,TRUE,FALSE,nm,,mud at bottom,,
KER-XD5N,10/6/21 10:24,145.9033333,145.8366667,145.9366667,145.9366667,TRUE,TRUE,nm,,,,
KHR-1,10/6/21 10:26,,,,,FALSE,FALSE,nm,,no water,,
KHR-XD1N,10/6/21 10:28,125.8366667,125.8366667,125.8366667,125.8366667,TRUE,FALSE,nm,,,,
KHR-XD1S,10/6/21 10:29,125.0366667,125.0366667,125.0366667,125.0366667,TRUE,FALSE,nm,,,,
KWR-XE1N,10/6/21 10:37,137.1366667,137.1366667,137.1366667,137.1366667,TRUE,FALSE,nm,,max depth at creek thalweg perpendicular to cross section = 13.5 cm,,
KFR-XE2S,10/6/21 10:41,60.87,60.83666667,60.83666667,60.93666667,TRUE,FALSE,nm,standing,,,
KHT-XE4S,10/6/21 10:44,130.3366667,130.3366667,130.3366667,130.3366667,TRUE,FALSE,nm,,,,
KER-XE3S,10/6/21 10:45,-7.366666667,-9.5,-6.8,-5.8,TRUE,FALSE,nm,standing,"9.5, 6.8, 5.8 CM",,
KHT-XE5S,10/6/21 10:47,93.53666667,93.73666667,93.43666667,93.43666667,TRUE,FALSE,nm,dry,,,
KFR-XE1S,10/6/21 10:48,121.0033333,120.9366667,121.0366667,121.0366667,TRUE,FALSE,nm,,,,
KHT-XE6S,10/6/21 10:49,107.3366667,107.3366667,107.3366667,107.3366667,TRUE,FALSE,nm,dry,,,
KET-1,10/6/21 10:50,78.33666667,78.13666667,78.43666667,78.43666667,TRUE,FALSE,nm,dry,,,
KWT-1,10/6/21 10:53,,,,,FALSE,FALSE,nm,,no water,,
KWR-1,10/6/21 11:07,102.8366667,102.8366667,102.8366667,102.8366667,TRUE,FALSE,nm,,,,
KWF-1,10/6/21 11:11,91.93666667,91.93666667,91.93666667,91.93666667,TRUE,FALSE,nm,,verified matches field notebook,,
KHF-1,10/6/21 11:13,91.33666667,91.33666667,91.33666667,91.33666667,TRUE,FALSE,nm,dry,verified matches field notebook,,
KEF-1,10/6/21 11:14,56.23666667,56.23666667,56.23666667,56.23666667,TRUE,FALSE,nm,saturated,,,
KHT-XD6N,11/14/21 7:25,57.8104,57.6072,57.912,57.912,TRUE,FALSE,solinst,,,,
KER-XD5N,11/14/21 7:27,45.72,45.72,45.72,45.72,TRUE,FALSE,solinst,,,,
KHR-XD1N,11/14/21 7:32,118.7704,118.5672,118.872,118.872,TRUE,FALSE,solinst,,,,
KER-1,11/14/21 7:35,94.488,94.488,94.488,94.488,TRUE,FALSE,solinst,,,,
KWR-XE1N,11/14/21 7:44,126.7968,126.7968,126.7968,126.7968,TRUE,FALSE,solinst,,,,
KFR-XE1S,11/14/21 7:46,120.396,120.396,120.396,120.396,TRUE,FALSE,solinst,,,,
KFR-XE2S,11/14/21 7:47,60.6552,60.6552,60.6552,60.6552,TRUE,FALSE,solinst,,,,
KER-XE3S,11/14/21 7:48,-6.2,-5,-6.8,-6.8,TRUE,FALSE,solinst,standing,"5, 6.8, 6.8 cm ",,
KHT-XE4S,11/14/21 7:50,80.3656,80.1624,80.4672,80.4672,TRUE,FALSE,solinst,,,,
KHT-XE5S,11/14/21 7:51,,,,,FALSE,FALSE,solinst,,no entry,,
KHT-XE6S,11/14/21 7:56,47.0408,46.9392,46.9392,47.244,TRUE,FALSE,solinst,,,,
KET-1,11/14/21 7:57,51.6128,51.5112,51.5112,51.816,TRUE,FALSE,solinst,,,,
KWF-XE8S,11/14/21 8:02,54.1528,53.9496,54.2544,54.2544,TRUE,FALSE,solinst,,,,
KWT-1,11/14/21 8:07,29.05125,29.05125,29.05125,29.05125,TRUE,FALSE,solinst,,barometer might have been in water,,
KFF-XD6S,11/14/21 8:14,82.1944,81.9912,82.296,82.296,TRUE,FALSE,solinst,,,,
KHF-XD4S,11/14/21 8:16,87.6808,87.4776,87.7824,87.7824,TRUE,FALSE,solinst,,,,
KFT-XD3S,11/14/21 8:17,93.5736,93.5736,93.5736,93.5736,TRUE,FALSE,solinst,,,,
KHR-XD1S,11/14/21 8:18,117.9576,117.9576,117.9576,117.9576,TRUE,FALSE,solinst,,,,
KHF-1,11/14/21 8:25,42.0624,42.0624,42.0624,42.0624,TRUE,FALSE,solinst,,,,
KEF-1,11/14/21 8:28,51.816,51.816,51.816,51.816,TRUE,FALSE,solinst,,,,
KWF-1,11/14/21 8:33,70.7136,70.7136,70.7136,70.7136,TRUE,FALSE,solinst,,"hole needs backfill, -2 cm from ground surface",,
KWR-1,11/14/21 8:38,85.9536,85.9536,85.9536,85.9536,TRUE,FALSE,solinst,,,,
LHT-1,11/14/21 8:40,62.992,62.7888,63.0936,63.0936,TRUE,FALSE,solinst,,,,
LET-1,11/14/21 8:45,52.6288,52.4256,52.7304,52.7304,TRUE,FALSE,solinst,,sedges frozen to ground,,
LWT-1,11/14/21 8:46,76.2,76.2,76.2,76.2,TRUE,FALSE,solinst,,,,
KHR-1,11/14/21 8:50,63.2968,63.0936,63.3984,63.3984,TRUE,FALSE,solinst,,,,
